사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-01,분당선,1867,청명,20,0,1988,875,5888,1534,16600,5036,17556,7734,9122,3706,6586,3251,6157,3155,6388,4202,6058,4826,5174,4665,6073,5130,6512,7706,7830,7953,9390,12535,4433,12836,2945,8819,2452,8144,2198,7462,902,5119,110,1409,1,0,0,0,0,0
2020-01,분당선,1868,영통,93,0,2086,1295,6590,3505,16862,8178,18334,21948,12293,16580,10189,11132,11423,11447,13226,12986,14207,13834,13499,14008,15893,14996,18035,16408,22149,18788,27235,27588,14637,23053,12961,15321,14636,13305,14304,12587,6207,7905,968,2615,2,2,0,0,0,0
2020-01,분당선,1869,망포,60,2,4412,2411,16583,7164,45586,18761,43492,38963,23435,15412,16016,9084,16403,10121,17517,11054,17542,12017,16220,13222,17436,15859,20466,17086,29915,25128,43872,40874,22347,42641,16435,28140,14460,23593,11919,22575,4888,13451,610,4294,0,6,0,0,0,0
2020-01,분당선,1870,매탄권선,73,0,2652,745,7394,1429,16502,3449,17121,7611,9866,4869,6762,3167,6584,3324,6698,3744,6707,3852,5826,5162,6139,6080,6945,6450,8755,9854,9025,15389,4914,14110,3388,9738,3058,8896,2242,8235,954,5816,132,1503,0,4,0,0,0,0
2020-01,분당선,1871,수원시청,520,5,7287,1510,11069,4728,23163,11756,22549,41618,13121,29161,11697,15764,13395,17388,17053,16907,17275,19561,17338,18467,20339,18716,24587,20175,27878,28938,36553,42158,21962,40250,20889,24027,20363,19421,19622,14864,8698,12506,773,3232,0,6,0,0,0,0
2020-01,분당선,1872,매교,354,27,2071,373,3172,1052,6803,2274,7979,6720,5187,3755,3659,2930,3251,2783,4146,2997,3910,3514,3422,3133,3388,3402,3732,4633,4361,5379,4918,7268,2316,5566,1545,3463,1178,3350,982,2970,321,2081,31,571,0,2,0,0,0,0
2020-01,일산선,1948,원흥,147,2,5235,514,13011,5890,35275,6722,39184,10289,21509,8945,15085,6471,13455,6890,14139,8340,14377,10050,11844,10712,12012,12560,13100,14726,14373,19539,15104,27451,7319,30714,5533,18144,5531,16354,4518,16066,1998,10398,340,3803,4,79,0,0,0,0
2020-01,일산선,1950,삼송,469,3,6648,1220,22742,10853,68864,11945,73185,23411,39250,16024,30345,14878,27129,17856,27312,22974,26811,25587,23447,26537,23989,30641,27799,32738,31663,37948,32089,60179,21102,58157,16028,34591,14890,33295,15753,28616,4138,15850,655,5273,2,197,0,0,0,0
2020-01,일산선,1951,원당,166,0,7856,889,18650,5708,42698,7174,46180,12221,26650,9572,21778,9129,19694,10654,20325,12283,19730,12821,17090,15616,15939,17700,16222,21803,16888,26633,16958,36352,9042,36036,6387,24544,5770,20798,3715,21540,1767,12344,196,3501,1,9,0,0,0,0
2020-01,일산선,1952,화정,117,4,9441,1455,21934,7159,52211,11918,55692,29417,35681,26336,30429,23775,29995,26162,32244,25918,35767,29165,33812,31542,33912,38684,33588,38109,33803,44680,33927,62914,20385,58163,16726,35874,19692,30816,15759,29455,7624,17418,1156,4536,4,18,0,0,0,0
2020-01,일산선,1953,대곡,1,0,550,187,1827,593,5660,1378,5956,2789,3390,1685,2414,1443,2097,1505,2436,1682,2435,1583,2261,1591,2211,1821,2569,2134,3167,2187,4724,3552,1991,3379,1158,1869,1141,1908,795,1743,510,1437,91,642,0,1,0,0,0,0
2020-01,일산선,1954,백석,68,2,3826,2342,8853,5979,21692,12031,23897,26325,17638,16490,16255,14715,17638,15185,18376,16980,19029,19194,19152,19682,21902,20385,22199,21347,24958,22792,29599,27639,17007,28565,14023,16823,13844,13726,9751,12777,4035,8460,658,3045,0,9,0,0,0,0
2020-01,일산선,1955,마두,12,0,2810,1390,9015,4481,16050,7961,15653,21764,13007,16736,13523,13019,14667,13816,14356,12732,15485,16393,15232,15283,16939,14856,17424,15355,18250,15045,22465,19178,11461,18569,7143,11285,6725,9213,5804,9147,1652,6318,297,2233,1,13,0,0,0,0
2020-01,일산선,1956,정발산,34,0,2315,1069,4800,3284,7861,5702,9656,19755,7951,20953,8155,15345,11267,15050,12370,15244,14198,19031,16315,17957,18468,16217,19144,17441,22190,17308,28832,22444,15562,18358,15659,11036,12304,7880,10875,6474,4614,4595,854,1666,1,42,0,0,0,0
2020-01,일산선,1957,주엽,53,2,4442,1010,14654,3933,24339,7264,24274,14543,18348,14152,18047,13673,18165,13809,18598,13756,17132,17815,16660,17360,17931,19790,18900,19817,18168,20319,17492,25501,9630,26645,7942,16866,6318,14114,5660,12319,1684,8724,203,3166,1,192,0,0,0,0
2020-01,일산선,1958,대화,142,1,5941,1412,25783,5336,66212,12105,47762,18766,31671,13589,26519,12290,24243,12135,23176,14577,22234,16881,21186,16633,21384,19615,21557,18523,24373,25258,24561,31345,13286,35346,9916,24610,8771,20663,5414,20344,2249,13768,349,5274,13,958,0,0,0,0
2020-01,중앙선,1015,회기,510,17,10937,3526,19813,10965,54825,23866,73632,46527,47530,34814,38463,30772,39533,29781,43466,33923,43959,38196,43009,36035,47636,39214,48978,41845,59541,53262,52162,73575,31696,64592,26679,40275,27588,43176,25826,40161,13708,31181,1108,7967,0,48,0,0,0,0
2020-01,중앙선,1201,중랑,144,3,5087,476,8142,2328,21171,3372,21887,6393,12570,4983,10507,4808,9201,5219,9762,6410,9743,6684,8738,8106,8061,10234,8028,11527,8006,12627,8111,20427,5394,18191,3598,10664,3382,9238,2274,9164,1099,5405,95,1268,0,0,0,0,0,0
2020-01,중앙선,1202,상봉(시외버스터미널),421,3,5831,817,7161,2487,19867,4612,22947,7767,13495,6367,9965,5452,8946,6626,9832,7116,8875,8501,8799,8080,8759,10120,9269,10998,10259,14469,11321,19501,6546,20291,6139,11368,5086,10222,4168,10225,1761,6638,317,2004,0,1,0,0,0,0
2020-01,중앙선,1203,망우,199,5,6645,607,10246,3048,27106,4984,24774,12395,15310,8787,13160,9518,12010,10675,13896,11065,13707,12117,12864,12705,12622,14614,13455,16471,14212,18092,14978,25587,9692,23900,6307,12605,5513,10228,3996,10430,1721,7800,105,1705,0,1,0,0,0,0
2020-01,중앙선,1204,양원,46,0,1221,390,1771,1885,5479,2532,3759,4020,2911,2341,2436,2337,2473,1996,2791,1843,2798,2660,2354,2333,2759,2273,3441,2601,3374,2798,2554,3462,1319,3623,735,2377,602,1662,408,1548,114,1019,13,202,0,0,0,0,0,0
2020-01,중앙선,1205,구리,560,12,8382,1491,16816,5638,54558,9889,47015,18563,25111,18810,20812,15270,22089,15366,22902,16280,21705,20605,20135,20644,20593,21716,22738,27121,24592,34107,24618,45050,14854,47994,13908,27734,9434,23061,8395,23125,3252,15520,299,3770,0,0,0,0,0,0
2020-01,중앙선,1206,도농,623,3,6462,1044,15521,3875,46661,7069,42233,10063,22360,7083,18135,5915,17566,7207,15920,8107,15206,9665,13376,11675,12406,11728,13093,19206,13472,20734,12722,31636,6615,32436,4733,19884,3759,17420,2977,15929,1276,11466,195,4539,0,0,0,0,0,0
2020-01,중앙선,1207,양정,97,0,299,104,687,859,2011,1548,1638,3245,1067,1077,1005,824,1080,902,1090,651,1390,935,1256,715,1226,888,1795,1117,2733,1088,3130,1527,1083,1178,520,846,468,671,172,669,60,437,23,196,0,0,0,0,0,0
2020-01,중앙선,1208,덕소,1406,11,3261,649,8641,1829,23185,3297,22479,6523,14174,5061,12104,5311,12028,5470,10669,6232,10861,9089,9642,7700,8804,10865,9000,12374,8603,13543,7827,19590,4800,21782,3723,13690,3011,9756,2471,10960,1280,7887,267,3261,0,0,0,0,0,0
2020-01,중앙선,1209,도심,2,0,1435,426,4758,864,13480,1459,9736,4205,6184,2010,4494,1851,3981,2418,4333,2081,3658,2428,3122,2044,2816,3990,3126,3129,3887,4847,4090,6881,1674,6738,1318,3934,1099,3241,967,4169,388,2529,134,822,0,0,0,0,0,0
2020-01,중앙선,1210,팔당,1,0,202,67,430,369,1167,796,1134,1668,920,3045,1000,2272,1047,2438,1171,2276,1366,1503,1752,1684,2190,1552,2392,1505,2443,1471,2116,1638,1871,1126,1612,638,1570,555,998,481,195,242,29,79,0,2,0,0,0,0
2020-01,중앙선,1211,운길산,0,0,135,64,599,408,1175,681,1667,991,1029,1541,1238,1828,1093,1475,1169,1481,1413,988,1705,1118,1912,981,1895,1032,2025,1023,1082,1065,488,1084,532,667,310,606,134,721,48,490,4,134,0,1,0,0,0,0
2020-01,중앙선,1212,양수,0,0,710,202,1703,542,5625,1246,3609,2307,4004,2920,4181,3024,3886,2892,3622,3213,4066,3574,4081,3669,3924,3480,3960,4116,3958,4557,3223,4283,1427,4075,1283,3969,838,2693,808,2772,325,1276,16,724,0,1,0,0,0,0
2020-01,중앙선,1213,신원,0,0,79,2,222,23,476,119,357,423,369,343,368,439,397,325,422,264,412,279,445,271,559,318,443,383,349,306,386,334,100,308,90,268,45,191,26,154,16,70,0,47,0,0,0,0,0,0
2020-01,중앙선,1214,국수,0,0,531,16,939,145,1804,364,1854,1306,2096,957,1735,1146,1613,1188,1617,1155,1875,1139,1690,1123,1302,1457,1333,1879,1146,1537,651,1918,384,1489,367,1494,292,1058,120,1020,97,795,6,290,0,2,0,0,0,0
2020-01,중앙선,1215,아신,2,0,385,34,785,177,1941,448,1284,872,1510,637,1416,818,1230,873,1156,841,1029,933,1062,936,1047,1190,1034,935,1163,1352,911,1656,499,1299,313,1104,230,936,112,931,97,785,6,248,0,2,0,0,0,0
2020-01,중앙선,1216,오빈,2,0,125,7,377,151,874,215,850,423,972,245,810,432,623,411,670,386,608,421,475,428,430,707,442,561,548,877,413,931,220,707,151,519,74,433,44,503,20,284,4,157,0,0,0,0,0,0
2020-01,중앙선,1217,양평,33,5,1255,73,2190,1173,7599,2676,5168,5965,5642,4778,6402,5287,5867,6622,7251,6264,6818,5666,6617,7079,7904,6209,6615,5701,6824,7224,6334,6296,3215,6412,2720,5702,2498,3225,1949,3118,958,4138,165,1410,0,6,0,0,0,0
2020-01,중앙선,1218,원덕,28,0,301,3,448,55,992,193,934,405,1179,388,1066,483,832,718,818,673,794,470,702,753,734,827,691,789,599,1106,526,907,236,705,137,594,73,745,55,365,16,355,3,205,0,0,0,0,0,0
2020-01,중앙선,1219,용문,206,1,786,10,2083,347,3364,1147,4398,2893,3724,2048,4853,3245,3810,6699,5226,7755,5911,4514,7200,5952,7515,5306,5889,3861,3680,4976,2914,4031,1550,3130,1044,3418,762,1924,456,1958,117,1818,1,948,0,6,0,0,0,0
2020-01,중앙선,1220,지평,0,0,0,0,0,0,304,141,155,41,1,0,410,303,0,0,0,0,1,1,2,0,5,0,390,486,1,0,27,89,72,123,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01,장항선,1401,봉명,89,0,972,354,1313,765,1958,2943,1953,2747,2580,3571,2269,2345,2515,1830,3152,2352,2048,2527,1949,1614,3173,1658,2258,2047,2909,1386,2277,2305,1258,1539,821,1390,666,1085,446,896,476,637,7,246,0,0,0,0,0,0
2020-01,장항선,1402,쌍용(나사렛대),26,0,1678,260,3547,740,5872,1289,4775,2669,4112,2850,3181,1636,2827,1826,4045,3054,2932,2840,2647,2055,3866,2564,2713,4114,2803,3016,3299,5852,2058,4737,1809,4317,1543,2875,1035,2426,746,1915,43,512,0,2,0,0,0,0
2020-01,장항선,1403,아산,9,1,738,573,1884,2359,4411,3872,4906,4462,3564,5345,3416,3727,3583,3095,5066,5622,3776,4955,4437,3608,7501,3981,4763,5316,5570,4072,8902,6982,5874,4528,4687,3998,5000,2711,3023,2136,2461,1437,310,375,0,2,0,0,0,0
2020-01,장항선,1405,배방,17,0,936,137,1253,703,2150,914,2432,1467,1911,1230,1627,1073,1750,914,1918,1866,1659,1528,1589,1133,1985,1659,1476,2362,1933,1867,2430,2801,1184,2249,1118,2101,870,1471,529,1290,407,1181,177,392,0,2,0,0,0,0
2020-01,장항선,1407,온양온천,221,2,1958,713,3706,2442,6630,4721,8283,8202,9287,8376,7864,10586,11070,12210,11191,16572,11796,7952,16992,10838,11875,8595,9969,8140,10342,9850,9121,9153,4422,7638,3673,6219,2319,5188,1804,3713,1092,2471,317,1527,0,3,0,0,1,1
2020-01,장항선,1408,신창(순천향대),150,1,507,93,949,270,2300,1714,1318,2671,2402,1456,2094,1891,2134,2116,2662,2587,1971,1211,4194,2358,1705,1825,2222,1471,4857,2927,2339,2311,1334,1803,813,2013,723,1471,400,1981,242,1198,85,607,0,1,0,0,0,0
2020-01,경의선,1251,서울역,0,0,660,11,734,5878,1804,18616,3026,39766,2014,19919,1646,7587,2125,5842,3068,4916,3870,6735,4448,2184,5456,4905,8326,3386,13479,6236,31358,6142,12875,3950,9625,3027,4249,1297,1952,193,2566,1236,11,157,1,0,0,0,0,0
2020-01,경의선,1252,신촌,0,0,173,7,291,859,369,2414,496,7394,487,3081,598,1889,772,1537,1045,2120,1065,1641,1209,1198,1538,1198,2299,1032,3769,1942,3601,1963,1626,1321,1752,742,1407,399,1385,148,563,411,2,87,0,0,0,0,0,0
2020-01,경의선,1261,효창공원앞,3,0,548,216,1601,1689,4189,3758,6494,14951,4311,9211,3126,4004,3339,3312,3383,3240,3737,3394,3763,3371,3908,3636,4654,4160,6328,4446,12913,7392,6161,5938,3799,4109,3018,3749,2296,3818,1119,2737,121,613,0,2,0,0,0,0
2020-01,경의선,1262,공덕,28,1,465,137,1923,1395,4482,6202,5039,18539,4560,8255,4616,3463,4913,3430,5283,3583,5303,3260,5144,3753,5278,3550,5859,4210,8939,5137,17732,7441,7592,5147,6132,3729,6130,3479,5003,3057,2802,1893,343,567,0,3,0,0,0,0
2020-01,경의선,1263,서강대,3,0,516,170,1717,1142,2486,3025,3794,7408,2992,5752,2453,3542,2975,3248,3094,4193,3498,3500,3290,3804,5034,3567,4975,3349,5583,4290,6223,4874,3775,3683,3422,2393,3849,2310,3698,1878,1673,1352,157,323,1,0,0,0,0,0
2020-01,경의선,1264,홍대입구,8,0,461,103,927,675,1304,1730,1913,5864,1453,4782,1335,3372,1511,3972,1923,5807,2363,5262,2705,5343,3059,5086,3895,5136,5137,5706,6667,7314,5444,5318,4902,3217,5919,2685,7069,1969,3212,1580,212,360,0,3,0,0,0,0
2020-01,경의선,1265,가좌,0,0,1982,216,6250,2360,17554,3264,23276,7843,11317,6537,8694,5584,8343,5155,9098,7362,8301,7701,7909,8085,8257,9124,8795,10281,8937,11569,9482,15082,5514,14941,3841,8619,3347,7529,2266,5589,1054,5073,35,997,0,6,0,0,0,0
2020-01,경의선,1266,디지털미디어시티,3,0,953,304,2122,1501,7905,1717,8850,3724,4328,2795,3353,2199,3474,1975,3569,2738,3424,2685,3425,2866,3764,3106,4016,3866,5133,4988,5553,8373,3235,7036,2134,4058,1855,4012,1419,3679,910,2804,147,565,1,7,0,0,0,0
2020-01,경의선,1267,수색,0,0,534,372,1407,2594,2029,4096,2865,16060,2333,8861,1914,3821,2336,2517,2293,2529,2608,3085,2889,2858,3272,2594,3953,2850,6849,3010,13978,2671,5676,2019,3202,1421,2652,1226,1821,1103,716,729,39,216,0,2,0,0,0,0
2020-01,경의선,1268,화전,0,0,460,245,1122,944,3184,1954,5184,4336,3294,4407,2273,2325,2630,2079,2976,2277,2833,2681,3038,2140,3106,2204,4124,2317,4782,2396,4806,2950,2156,3529,1622,2536,1101,2061,814,1820,565,1748,53,780,0,1,0,0,0,0
2020-01,경의선,1269,강매,0,0,1785,215,4691,946,16514,1057,15272,3110,7126,1445,4990,1172,4275,1628,4051,1903,3757,2444,2992,2576,2925,3394,2948,4254,2922,5701,3752,8554,1539,10507,981,5974,976,5189,516,4946,287,3502,12,1388,0,7,0,0,0,0
2020-01,경의선,1270,행신,0,0,3167,1129,11133,5417,38322,4907,33047,9699,15560,7026,11076,4730,12661,6615,12067,7561,10159,9313,8872,8586,8607,9740,12200,12666,13470,17413,11670,31536,7104,31081,6757,14434,5402,14269,5433,12761,2534,8682,510,3148,0,10,0,0,0,0
2020-01,경의선,1271,능곡,1,0,1987,311,5346,1900,15165,2552,14301,5254,8571,3380,6433,3014,5818,3420,5851,3757,5856,4116,4751,4714,4768,5351,4943,6036,5540,8061,5767,10372,3171,9833,2264,6632,1926,5847,1264,5479,619,3848,50,2189,1,17,0,0,0,0
2020-01,경의선,1272,곡산,1,1,181,179,528,509,1528,1049,1428,2319,897,802,724,588,728,624,750,665,808,682,906,813,988,615,938,751,1206,874,1775,1471,548,1095,433,778,367,694,235,606,136,317,6,107,0,0,0,0,0,0
2020-01,경의선,1273,백마,3,0,3148,1130,13241,2880,34008,6393,24019,10857,12597,5997,9996,4750,9784,4478,10474,6187,9311,6679,8518,7468,8606,7696,9145,10297,10998,10771,12315,23329,5299,22756,3668,13854,3580,12038,3464,11417,1089,8288,122,2247,0,4,0,0,0,0
2020-01,경의선,1274,풍산,3,0,3181,476,8947,1775,22514,3754,17674,6288,11595,5471,8400,4704,8633,5514,8235,6119,8496,6368,7727,6471,8127,7672,8062,8503,8471,10604,8886,17727,5138,16138,4061,11286,4615,9332,3045,8132,996,6675,126,1617,2,14,0,0,0,0
2020-01,경의선,1275,일산,13,0,5568,936,17922,3071,46199,5557,31821,11552,17694,9076,13376,7174,14331,7878,15776,9379,13272,11448,12548,11924,12594,12985,12558,15205,11380,17833,12601,30667,6888,32133,5198,20650,4558,16817,4063,15724,1410,9850,255,3605,1,11,0,0,0,0
2020-01,경의선,1276,탄현,21,2,4970,538,14929,2834,38891,5950,23846,9005,14467,6292,12337,4753,11856,5701,11292,6996,10385,7423,9746,8596,10270,10043,10530,11113,10410,16881,12159,25483,6372,30124,5325,17682,4915,15325,4194,13065,1627,7288,240,5171,0,13,0,0,0,0
2020-01,경의선,1277,야당,8,1,3840,298,11331,2258,20809,4344,18065,6586,10454,5649,9397,3664,8666,4757,8855,5256,7713,6002,7308,6844,7677,7954,8442,8508,8675,13783,8473,17571,5494,19740,4838,11235,4806,10291,4362,9902,2064,5565,364,3687,1,3,0,0,0,0
2020-01,경의선,1278,운정,44,0,2787,255,13698,3096,25995,4837,22360,8258,12590,4629,10853,3955,9591,4515,9871,5755,8714,5913,7576,6684,7677,8449,8992,10364,9605,13118,9741,18782,4589,19628,3707,11956,2862,11481,2240,10346,704,6370,89,3152,0,2,0,0,0,0
2020-01,경의선,1279,금릉,59,0,2859,371,7183,2008,15833,4031,11017,8930,8634,5118,7761,4435,7860,4048,7997,4513,8035,5806,6909,6174,6711,7445,7096,8443,8373,9989,9619,13891,5116,14923,4228,7573,3525,7464,3248,6913,1139,5288,166,2835,1,3,0,0,0,0
2020-01,경의선,1280,금촌,81,1,3130,247,9091,3741,18884,9503,19285,15649,13281,9803,11849,8303,11570,7845,13157,10170,12504,10411,11271,11140,11957,11563,13176,13478,13779,14726,16386,18233,8555,19696,6431,10935,5330,9662,3537,7872,1320,6472,219,3059,0,22,0,0,0,0
2020-01,경의선,1282,월롱,18,0,481,25,769,2505,1900,7597,2592,9033,2169,2315,1817,1684,2206,1334,2577,2520,2755,1590,1904,1651,3013,1847,3620,2293,7500,2364,12709,2790,4374,2745,3460,2620,1686,2813,881,2149,222,2153,8,777,0,5,0,0,0,0
2020-01,경의선,1283,파주,23,0,845,4,1279,382,2957,1887,3838,3780,2243,1148,2247,1092,2232,968,2155,1294,1912,1056,1897,1190,1933,1283,2027,1505,2646,1352,4161,1628,1166,1907,821,1379,743,1095,322,1248,120,961,5,371,0,0,0,0,0,0
2020-01,경의선,1284,문산,957,6,2933,15,7931,2472,17131,6217,18854,12423,12054,5995,10210,6350,9893,6848,10442,8135,10380,8775,10121,8244,9915,11353,9848,11414,11659,11922,11943,16566,5905,16266,4546,11350,3729,9326,2219,6814,493,6001,0,3572,0,5,0,0,0,0
2020-01,경의선,1291,서울역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-01,경의선,1293,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01,경의선,1296,계양,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-01,경춘선,1311,신내,3,0,544,333,1233,1816,4241,1746,4463,3275,2615,1348,2075,1358,2080,1435,2039,1642,2193,1752,1950,2029,2123,2356,2295,2621,3163,2976,2511,3622,1240,3798,1009,1957,856,1794,725,1597,470,1081,23,418,0,0,0,0,0,0
2020-01,경춘선,1312,갈매,13,0,1347,274,3386,1130,15545,2061,9831,3577,6351,2122,3862,2532,3219,1874,3679,2059,3385,2516,3221,3086,2845,3879,3241,3440,3458,5265,4591,6223,2440,10734,1820,5198,2301,2987,1468,3701,754,2170,20,911,0,0,0,0,0,0
2020-01,경춘선,1313,별내,17,1,824,913,1860,3176,7819,3665,7545,5493,4593,3814,3887,2848,3504,2880,3835,3229,3753,2910,3777,3870,4151,4409,5284,4136,6436,5774,5318,6212,3084,7310,2449,3869,2278,2559,2239,2677,1201,1741,40,388,0,0,0,0,0,0
2020-01,경춘선,1314,퇴계원,3,1,2317,498,4795,1530,18271,2972,13194,4122,9172,2318,7090,2573,5793,2918,5936,3381,5691,3694,4494,4288,4348,5389,4426,6397,4851,8060,5470,12491,3147,11435,2006,7615,1824,5304,1297,6098,656,3632,46,1125,0,0,0,0,0,0
2020-01,경춘선,1315,사릉,25,0,1894,659,5249,1797,15376,4596,12868,5450,6969,2379,5986,2523,4935,2634,5332,2720,4815,3035,3748,3492,4125,3530,3852,6039,5241,5906,6809,9708,2905,13853,1730,5620,1413,5598,855,5543,472,3285,47,981,0,0,0,0,0,0
2020-01,경춘선,1316,금곡,4,0,1173,304,1944,831,4607,1904,4868,4084,2970,1956,3220,1871,2602,1650,2660,2038,2602,1778,2441,2327,2734,2235,2087,3010,2905,2802,3701,3793,1210,3680,785,1810,683,1918,599,1787,226,1268,11,339,0,0,0,0,0,0
2020-01,경춘선,1317,평내호평,510,5,4954,1172,8121,2462,24329,3915,17980,8121,10242,6886,9960,5678,8533,5554,9919,7233,8504,6996,8117,9000,8892,8473,8481,9015,9530,13666,9384,16521,5634,21427,4264,10974,4265,9071,4294,7384,1919,6744,49,2498,0,0,0,0,0,0
2020-01,경춘선,1318,천마산,11,1,861,238,2698,580,6278,1437,5310,1283,4642,1353,3974,1581,3269,1434,3123,1999,2628,1964,2502,2322,2071,3043,2003,3052,1951,3634,2093,4553,855,4479,642,3218,532,2708,351,1730,173,1360,9,331,0,0,0,0,0,0
2020-01,경춘선,1319,마석,11,1,1196,394,5526,2669,13777,5146,9598,6550,8001,4892,7541,4291,7040,4089,7247,4612,6294,5670,6509,6167,6237,6793,6713,5470,5990,8112,7364,8992,3083,12554,2800,7057,2247,5132,1575,4791,669,2275,34,1133,0,0,0,0,0,0
2020-01,경춘선,1320,대성리,0,0,221,54,743,152,1003,588,1034,942,1042,481,1292,672,2707,650,1765,1038,976,1798,902,1980,900,1400,1169,1659,1320,1250,1012,1094,491,839,346,685,217,520,182,532,75,235,1,5,0,0,0,0,0,0
2020-01,경춘선,1321,청평,5,1,935,83,1743,456,3088,1676,4851,3659,3834,2973,4191,2931,6574,2507,4547,3312,3762,3562,3752,5193,3284,3670,3497,5002,4149,4404,3672,4445,2603,3976,2171,2176,1208,2237,667,1832,237,1222,10,288,0,0,0,0,0,0
2020-01,경춘선,1322,상천,0,0,94,30,293,106,573,123,669,540,550,421,453,524,616,548,558,529,778,450,774,416,614,551,758,536,570,506,328,576,195,453,80,333,75,330,24,187,9,96,0,60,0,0,0,0,0,0
2020-01,경춘선,1323,가평,0,0,568,123,1462,672,2261,1854,3686,4496,3141,2989,3875,3315,5767,4198,3756,5973,3397,4225,3872,4830,4379,4559,4418,2997,5184,3607,5108,3756,1853,3148,1573,2071,1110,1705,709,1408,344,1108,26,414,0,0,0,0,0,0
2020-01,경춘선,1324,굴봉산,0,0,22,2,34,17,144,84,222,333,320,381,240,641,747,398,350,391,275,336,364,341,368,332,338,239,277,250,161,281,103,190,74,164,59,87,52,64,42,58,5,30,0,0,0,0,0,0
2020-01,경춘선,1325,백양리,0,0,175,12,65,38,73,453,195,1021,183,516,339,805,1015,782,648,756,512,628,537,575,811,608,857,415,1412,410,744,356,291,265,431,246,352,209,351,239,224,247,32,23,0,0,0,0,0,0
2020-01,경춘선,1326,강촌,3,0,72,12,129,73,258,210,492,814,573,1022,634,1208,1165,1187,1052,700,1047,833,967,687,1187,845,1297,769,1371,610,851,639,418,496,254,389,213,306,94,338,37,285,11,40,0,0,0,0,0,0
2020-01,경춘선,1327,김유정,3,0,78,15,148,42,349,332,510,485,483,734,504,1160,559,1419,683,1134,866,1060,1014,996,1233,867,1297,627,1333,473,602,394,201,357,118,262,92,186,38,204,24,113,27,34,0,0,0,0,0,0
2020-01,경춘선,1328,남춘천,423,2,1229,6,3401,698,3962,1980,4897,3587,5745,3951,5190,3512,5056,7517,4923,8472,6212,4847,7469,5849,6501,5586,6219,5046,5807,7179,4880,4516,3588,9018,3006,4022,2645,2803,1703,4448,603,2131,9,1461,0,0,0,0,0,0
2020-01,경춘선,1329,춘천,264,1,433,9,1648,266,1820,924,2508,2163,3033,1808,2739,2336,2914,4049,2596,3395,3589,4186,4542,3433,4816,3893,5208,2670,4830,2935,3471,2516,2364,3217,1519,1549,1119,1595,544,1352,102,843,5,667,0,0,0,0,0,0
2020-01,수인선,1878,달월,0,0,1,2,27,48,90,61,100,409,69,68,48,37,52,44,71,70,81,75,75,76,126,49,157,65,559,101,327,100,69,50,22,37,13,18,15,25,10,16,3,10,0,0,0,0,0,0
2020-01,수인선,1879,월곶,1,0,999,214,2914,1113,7922,2071,7082,2564,4235,2645,3543,2791,3688,3613,3710,3435,3971,3378,3779,3550,3822,3878,4167,4471,4898,5764,5823,8095,3669,5702,2318,4010,2042,3277,1382,3214,813,2227,26,490,0,0,0,0,0,0
2020-01,수인선,1880,소래포구,0,0,2000,405,5214,1813,12897,2866,10818,6645,6734,6501,5630,4963,6138,7063,8590,9891,8313,9378,9537,9439,11181,8663,11583,8529,9953,9597,8557,11814,5647,9343,4501,6424,4248,5709,3683,5247,1911,3722,130,979,0,0,0,0,0,0
2020-01,수인선,1881,인천논현,3,0,1908,598,5373,3799,12482,7310,12942,14316,8692,10253,8144,7041,8219,7865,9569,9151,9623,10167,9399,10175,10344,10368,10150,11736,12689,14438,14563,18561,9080,13478,7468,8738,8044,7506,6315,6495,3475,3883,459,1104,0,0,0,0,0,0
