사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-01,9호선,4102,김포공항,24,2,1762,3141,3661,15287,9310,19587,12574,22873,10407,18832,9495,20948,12258,24060,12182,25973,14412,27905,17319,26187,19984,24808,18179,29411,22503,30940,28381,33855,20837,22246,20221,9746,17835,5907,18567,4726,5151,3057,227,2092,0,42,0,7,0,0
2020-01,9호선,4103,공항시장,0,0,2798,283,4122,1307,8384,1701,9499,3631,6154,3131,4769,3345,4460,3370,5032,3730,4876,4140,4649,4726,4629,5566,4726,6311,5031,7586,4898,10230,3156,10290,2699,6948,2202,5779,1887,5992,979,4535,191,1976,2,32,0,0,0,0
2020-01,9호선,4104,신방화,4,0,4279,721,10569,2617,26177,3585,27850,8526,15418,6240,11619,5649,10555,6288,11261,7955,10843,8417,9826,8581,9557,11639,9723,12095,9990,14693,11142,23972,6371,22977,4967,14509,4319,12969,3514,12554,1449,8192,262,2892,4,45,0,0,0,0
2020-01,9호선,4105,마곡나루,5,0,3639,669,8490,6101,25189,9274,28133,32615,13716,17455,10240,10246,10750,9237,12682,10164,13150,10787,12971,11709,14515,12016,16468,13725,23042,19164,32253,30269,15948,29925,13579,17816,13639,15399,11742,16006,6327,11129,979,4151,10,191,0,0,0,0
2020-01,9호선,4106,양천향교,10,0,4287,874,8877,5513,26433,7896,27910,34709,15289,12869,11625,7456,11903,7429,12795,8964,12487,9294,12005,10902,13047,10841,14398,12132,17814,16070,28594,23819,11449,24771,7657,16914,6537,13968,4219,15795,1973,11195,443,3593,5,36,0,0,0,0
2020-01,9호선,4107,가양,88,0,13685,1507,22889,8408,72193,20684,76521,39895,43692,25630,32039,17776,31187,18849,32585,19741,31191,24156,28405,26745,28935,28620,30726,35157,39197,41231,44843,64680,22167,64561,16057,39573,14083,35891,10926,34979,4613,22818,773,7981,4,266,1,1,0,0
2020-01,9호선,4108,증미,1,0,2092,731,6462,2812,18775,6854,19913,32681,10973,10531,9033,7575,9210,7185,9429,8019,10095,8955,9781,9238,10451,11299,11026,10961,13849,12034,29313,19267,9665,18382,6531,9893,5568,9208,4337,8166,1708,5705,203,1746,2,29,0,0,0,0
2020-01,9호선,4109,등촌,18,3,4887,781,11788,4627,34863,6994,44868,16905,21571,11672,16719,9558,16639,10129,16317,11492,16219,13543,15422,14114,15818,18327,16565,19118,17483,23434,19487,36450,9707,36151,7592,20716,6236,16767,5030,16714,2685,10978,594,3329,3,40,0,0,0,0
2020-01,9호선,4110,염창,7,0,10226,571,23640,4601,71901,7519,81444,21702,43533,12313,28033,10465,25080,11175,25738,14004,24599,15555,21110,17455,19673,22331,19861,26466,23012,37951,27557,62474,14588,65196,11089,40288,9802,35334,7680,35659,4009,23895,716,7550,11,1017,0,0,0,0
2020-01,9호선,4111,신목동,1,0,1735,344,5162,1672,17162,2363,17754,4974,8357,3195,5828,2311,5698,2865,5588,3551,5449,4209,4759,4069,4705,4368,5293,5983,6432,7321,6545,13330,3231,11664,2452,7203,2048,7304,2011,7107,757,4425,195,1764,1,143,0,0,0,0
2020-01,9호선,4112,선유도,2,0,2057,1459,4850,4588,17228,9532,20289,36574,9732,14400,7535,6490,7948,6643,8632,6467,8322,7391,8494,7314,8862,7953,11090,9366,17906,10814,33503,17378,12670,15249,7233,8828,6494,7653,4944,7433,2043,4957,402,1938,2,30,0,0,0,0
2020-01,9호선,4113,당산,15,0,7031,1589,16925,7105,48111,13529,60216,40752,34575,23137,25731,17062,26361,18460,28580,19471,27501,21496,25672,22346,25987,24657,28134,28627,35706,40430,47726,63164,27488,54516,21054,33863,20419,31662,17936,33378,9752,21686,1875,6327,14,406,0,6,0,0
2020-01,9호선,4114,국회의사당,6,0,1239,1616,2279,9053,4008,39591,6475,150990,7104,60964,8525,25010,13116,17767,15945,17687,17457,18866,21408,14847,23664,12448,29420,11553,58435,13378,114619,14109,40102,9093,25515,5719,25806,4764,18323,4201,6275,2819,984,798,3,4,0,0,0,0
2020-01,9호선,4115,여의도,10,0,2217,1963,4104,20812,8689,111490,11353,153410,11217,59622,12114,24017,17748,24608,18273,21866,23210,24176,24778,21394,30601,20237,40965,19536,103638,21730,139993,26398,60498,18983,42443,10745,40622,9025,28309,8572,9755,5198,1508,2103,3,274,0,0,0,0
2020-01,9호선,4116,샛강,9,0,1076,821,2058,4602,4098,12402,5936,29345,4460,13053,4402,8294,5515,7861,6104,7396,7139,7799,7799,7764,9234,6782,10604,7424,17497,9198,27251,12737,11075,8367,9176,4790,8111,3739,6322,3891,3139,2304,724,980,3,20,0,0,0,0
2020-01,9호선,4117,노량진,161,2,13803,2598,21717,22490,57113,53812,91757,80661,51660,44869,34463,31097,35087,32714,41709,43084,49607,46300,42914,39753,42395,44060,45589,50542,57084,66563,72531,102552,40436,74343,41634,46334,49411,43644,64838,42900,20629,28290,1935,7358,18,58,0,12,0,0
2020-01,9호선,4118,노들,21,0,3311,207,4975,1185,15174,2103,20716,3738,12109,3602,8478,4303,7272,3487,7731,4387,7937,5264,6644,5377,6428,7282,6336,7559,6964,9343,6667,15175,4042,12677,3104,7828,2556,7850,1928,7442,893,4770,186,1346,3,7,0,0,0,0
2020-01,9호선,4119,흑석(중앙대입구),9,0,3025,845,5552,4658,15268,10660,22821,16839,15459,15579,13815,13334,14260,11158,15813,13037,15048,14598,14810,12706,16256,15173,17722,16249,22659,19297,18958,28168,11520,22446,9727,14160,8720,12493,8337,12585,4473,9326,779,2816,4,63,0,0,0,0
2020-01,9호선,4120,동작(현충원),9,0,1016,251,1544,1222,4531,1650,6847,3017,3938,3286,3142,3555,3721,2711,4049,2602,4230,2931,3900,2680,4439,2648,4199,2378,3786,2845,3951,4259,2071,3137,1506,2178,1375,2109,958,2143,560,1372,122,1162,1,359,0,1,0,0
2020-01,9호선,4121,구반포,3,0,552,156,1516,1757,3798,2688,6026,6654,4212,5889,3798,4708,4153,4852,4973,5322,5711,6114,6086,5253,6007,5615,6133,5522,7101,6686,9013,9638,5479,7103,4112,3856,4255,3387,3564,3568,1022,2527,201,728,3,7,0,0,0,0
2020-01,9호선,4122,신반포,0,0,409,293,1609,2500,4905,4914,7913,8453,5641,6165,4727,4717,4195,3423,5002,3584,5388,4731,4773,4388,5694,4957,6011,4616,7653,5650,8509,7746,4749,6411,3132,3697,3043,3533,2037,3389,786,2385,154,662,1,0,0,0,0,0
2020-01,9호선,4123,고속터미널,15,0,2275,1427,4690,14026,14094,18913,20674,31432,16459,32965,16405,36241,19503,40866,23293,41851,25922,44985,28749,44314,32991,46286,37059,46920,39137,49701,39662,55184,34042,38962,31392,24836,26051,20885,19052,18774,7457,10419,977,2322,23,19,0,1,0,0
2020-01,9호선,4124,사평,1,0,720,205,2594,2100,8714,3739,10560,5720,6807,3476,4868,2647,4943,2818,5333,3545,5150,4755,4700,4667,4936,4864,6172,5961,7255,7088,7562,10358,4496,8588,2619,5277,1979,5200,1693,5008,646,2828,190,940,0,9,0,0,0,0
2020-01,9호선,4125,신논현,14,0,6822,1840,14899,15272,30770,44740,43791,100976,31132,103451,27319,57999,33156,49577,40527,50125,46158,58216,48774,52799,56078,52895,65445,59012,86315,71706,119209,113824,88102,82216,68643,37921,78641,31265,78639,26253,42262,16764,7489,3878,43,738,0,1,0,0
2020-01,공항철도 1호선,4201,서울역,98,0,5361,1628,6351,12615,13953,18552,19347,28610,18309,24662,19078,20936,27017,21421,29626,25193,28414,20102,21579,21303,31469,20789,31364,23912,35434,23199,37259,26324,29529,22712,21295,16220,20867,12450,15826,10322,8566,5436,615,3317,22,53,0,0,0,0
2020-01,공항철도 1호선,4202,공덕,47,0,1575,116,2396,1179,5653,2878,5862,10641,3865,5395,3199,3126,3437,3387,3861,3579,3404,3880,3244,3755,3435,4369,3767,5190,5026,6763,8971,12123,4551,8597,3237,5441,3444,5278,2707,5831,1551,4107,115,1641,2,29,0,0,0,0
2020-01,공항철도 1호선,4203,홍대입구,233,7,4988,491,5910,3313,10420,7668,14259,21262,13202,20636,14291,15863,16158,17640,16540,24327,16820,24684,17523,24186,20277,24223,24655,24949,30077,29100,35354,37824,27850,29790,25112,17293,28877,14523,30243,12906,14939,10802,1490,3150,8,36,0,0,0,0
2020-01,공항철도 1호선,4204,디지털미디어시티,62,0,3250,762,6308,5363,16504,23368,18827,89220,11144,40194,8671,14586,9659,10857,10873,11255,12329,13112,12595,10497,15016,10222,18620,10816,34026,13968,88355,21744,35463,16505,21204,9871,18333,8376,14731,7801,6750,5342,829,3295,3,43,1,23,0,0
2020-01,공항철도 1호선,4206,마곡나루,11,1,1194,632,2794,7047,8673,14890,10850,43331,5639,21019,3516,6768,4351,4107,5401,4524,5348,5126,5196,4930,7900,4438,12530,4861,35640,6270,36364,10160,14590,8219,8753,4746,6953,4656,4568,4708,2021,2961,366,2233,2,38,0,4,0,0
2020-01,공항철도 1호선,4207,김포공항,22,0,2022,2134,3349,11306,6844,22504,13758,21346,16891,10016,15759,9907,20636,11091,18223,12716,21825,11919,25094,10954,23454,10477,19130,12488,25578,13044,34378,12699,23151,8954,20288,4179,19447,2617,21249,2259,7029,1546,158,961,4,18,0,0,0,0
2020-01,공항철도 1호선,4208,계양,24,0,8077,575,19175,3334,54954,3435,46299,5658,24095,4784,17362,3608,16050,4699,15266,5662,12952,7269,10605,8838,9875,10882,10869,14285,11067,19750,9378,36354,5720,40596,3963,25929,3415,21854,2523,23167,1215,14494,222,4286,5,62,0,0,0,0
2020-01,공항철도 1호선,4209,검암,1235,4,9503,528,15805,2650,40362,7819,30076,14921,14977,5800,11429,4321,11703,4078,11508,5472,9248,6419,8376,7251,8244,8323,9738,11275,11455,14736,16534,26884,6008,29794,5053,19448,4468,15714,3050,17332,1426,11353,241,6853,2,69,0,0,0,0
2020-01,공항철도 1호선,4210,청라국제도시,118,0,4471,192,15851,3568,32655,7421,18295,17353,10810,4564,8892,3283,9410,3359,9264,4346,7938,5262,7002,5622,7355,6775,8785,9075,12954,11522,20533,19644,5818,23969,4056,14098,3343,12816,2788,12950,1071,9945,188,3013,0,11,0,0,0,0
2020-01,공항철도 1호선,4211,운서,84,4,11177,665,11424,6828,18283,9553,18946,15265,11548,10149,11465,5314,14451,5933,14972,6940,11844,8538,10860,9294,11128,13221,12398,13472,15869,15394,14498,23461,8045,20267,7676,16455,7938,17504,6599,17796,2961,12611,419,5745,7,26,0,0,0,0
2020-01,공항철도 1호선,4212,공항화물청사,1,0,649,524,1974,7218,2012,15108,2611,26176,2667,3974,772,2123,732,3635,1073,3500,1538,1618,2148,840,3096,969,4841,1377,9406,1495,20085,925,5160,3098,3153,3191,5004,1083,2550,348,801,173,2,60,0,0,0,0,0,0
2020-01,공항철도 1호선,4213,인천공항1터미널,0,0,11551,9021,14844,17909,18434,35664,21011,40712,20055,26667,16763,22684,20259,30912,23538,39807,27614,33325,30884,33656,39132,23633,34910,30659,36868,27311,40905,26267,26367,24860,25089,21480,29352,13236,31422,9731,17358,7377,276,8501,49,57,0,0,0,0
2020-01,공항철도 1호선,4215,인천공항2터미널,0,0,4880,3984,6470,8043,7022,14978,7405,14108,8008,8751,3742,9521,5659,10852,9050,12654,6562,9308,9108,8153,12136,10369,13788,9215,18572,10997,21581,6652,10589,3380,9532,2616,9683,2714,6963,1373,3302,966,7,884,2,6,0,0,0,0
2020-01,공항철도 1호선,4217,영종,7,2,2339,139,5639,1715,9823,2155,7937,3301,6610,2333,6104,1899,5787,2677,5902,3147,4957,3441,4367,4236,4303,4848,4416,5167,5144,6863,4007,8688,2640,9918,1964,6839,1783,6943,1259,6450,714,5014,125,2618,0,9,0,0,0,0
2020-01,9호선2~3단계,4126,언주,8,1,1648,943,3019,7123,5507,14466,9139,49746,8520,38072,8455,18745,10315,11082,12025,11336,11896,13000,13427,11467,15580,11537,18763,10675,29743,13142,50636,15575,25466,12528,15464,8052,13498,7073,9527,5931,4256,4251,716,1652,8,95,0,0,0,0
2020-01,9호선2~3단계,4127,선정릉,0,0,1004,989,3686,4895,8256,13650,9890,50921,7489,41513,6505,17412,7990,12992,9923,11328,10459,12153,11950,11453,12877,10158,15029,10935,21884,12139,46110,14565,28127,11531,14737,7373,13515,7409,10767,7061,4292,4456,799,1562,0,12,0,0,0,0
2020-01,9호선2~3단계,4128,삼성중앙,8,0,800,378,2511,3711,5047,11558,6509,37304,5373,23815,5407,10968,5874,6861,6777,7215,7748,7860,8430,6538,9373,7421,10940,7279,17351,8918,35465,12426,17655,8933,10405,5657,9003,4676,6571,4356,2880,3112,607,950,2,6,0,0,0,0
2020-01,9호선2~3단계,4129,봉은사,5,0,1636,1273,4819,10553,9652,30794,10416,97634,9641,65551,9532,34280,14068,34691,18676,32076,23222,33301,26851,29780,33306,24953,41105,24476,59708,25669,95277,27795,53698,19256,37989,9842,36078,8505,27083,7094,8155,4156,984,1127,5,8,0,0,0,0
2020-01,9호선2~3단계,4130,종합운동장,10,0,1250,330,3860,1755,9057,4179,11510,9314,7393,7058,5263,4682,5898,4744,6305,5072,7086,5915,6440,5917,6805,6410,7816,6671,10101,9245,12635,15377,7606,12028,6548,7006,7476,6340,7643,6069,3764,4117,509,1124,6,29,0,1,0,0
2020-01,9호선2~3단계,4131,삼전,1,0,3161,394,5545,1872,15225,3141,26275,8354,16866,6497,10034,5357,8754,5609,9506,6220,9967,6518,8631,7753,8321,8345,8646,9964,10194,13628,11810,21589,7170,20309,5643,12786,4601,11741,3822,11775,2006,8393,335,2514,1,533,0,5,0,0
2020-01,9호선2~3단계,4132,석촌고분,0,0,2145,207,4515,1505,12725,2875,22055,8754,13877,7630,9019,5025,8425,4871,8843,5583,8216,6727,7908,6696,7842,7930,7918,8376,9231,11297,11429,18050,6139,17340,4477,11300,4010,10065,3542,9451,1562,6641,271,2143,2,13,0,0,0,0
2020-01,9호선2~3단계,4133,석촌,9,0,2563,158,7222,1674,19303,3827,26878,8210,16969,8327,10947,6381,10414,6521,11153,6925,11206,8650,10329,8122,10329,8841,11771,10433,12910,12673,14591,22290,9283,20783,7676,11698,7832,11605,6817,11798,2981,6999,603,2121,2,23,0,0,0,0
2020-01,9호선2~3단계,4134,송파나루,0,0,1626,239,2876,1683,9179,2558,12892,8149,8567,6387,5401,4496,5603,5279,6178,5673,6294,7266,6094,6167,6849,6702,6836,8130,8119,10482,11192,16577,6451,14520,5726,7008,5534,6744,4683,6338,1965,4099,436,1477,4,12,0,0,0,0
2020-01,9호선2~3단계,4135,한성백제,0,0,761,150,2045,887,5027,1545,7489,5018,4540,4095,2951,2565,2942,2562,3524,2989,3584,3222,3717,3802,4264,3285,4364,3445,5863,3981,6913,5807,2839,5578,2483,3499,2089,3038,1554,3124,634,1952,147,639,3,5,0,2,0,0
2020-01,9호선2~3단계,4136,올림픽공원(한국체대),1,0,1177,298,5325,3256,12886,3952,15798,12854,10457,6962,7517,6750,7854,7413,8289,9380,8316,9115,7659,10347,8802,10514,10688,11568,13389,12736,15548,15391,9116,14359,10549,9265,8555,8589,8627,9400,1665,6076,142,1662,2,50,0,0,0,0
2020-01,9호선2~3단계,4137,둔촌오륜,1,0,174,85,636,1094,2185,1692,3037,2240,2031,1036,1342,928,1315,1051,1432,809,1832,1039,1849,882,1441,1158,1546,1433,1877,1661,2332,2513,929,2169,433,1356,563,1340,379,1426,215,797,49,237,1,27,0,0,0,0
2020-01,9호선2~3단계,4138,중앙보훈병원,7,0,2229,498,9279,4726,29073,9623,32668,16449,20287,12067,15690,13128,15271,9131,15310,10825,12518,13057,15322,11528,16632,11721,15632,10258,18180,14141,15146,23405,7342,22396,5504,12542,4289,12534,3009,13404,1226,8484,153,2082,3,198,0,3,0,0
2020-01,우이신설선,4701,북한산우이,12,1,1180,588,2180,2222,7978,2275,8481,4085,5167,6498,4291,7908,4418,6136,6196,5471,6580,4383,7002,3965,6634,3574,6309,3530,5017,3838,3411,4828,1952,5003,1396,3244,1081,2537,632,2050,468,1363,189,505,2,34,0,1,0,0
2020-01,우이신설선,4702,솔밭공원,41,1,1785,334,3170,767,8935,1355,8630,2314,6311,2396,4818,2392,4717,2559,4646,3148,4300,3684,4042,3909,3842,4133,3761,4691,3256,5371,2586,6714,1779,7454,1322,4527,725,4019,637,3452,299,2581,53,815,0,21,0,1,0,0
2020-01,우이신설선,4703,4.19민주묘지,1,1,1162,252,2570,772,7004,1396,7826,4758,6136,3583,5432,3580,4859,3540,5496,4076,5426,4566,5407,4296,5267,4499,5693,4879,5561,5530,3822,6689,2538,7285,1877,4281,1483,3756,1068,3370,517,2362,123,661,1,10,0,2,0,0
2020-01,우이신설선,4704,가오리,8,5,1948,216,5026,1422,14534,2361,15802,4358,10677,3655,8603,3904,7794,4302,8283,5037,7324,5606,6313,6358,5914,7007,5694,8705,5910,9159,4844,12448,3147,13183,2175,8025,1513,7083,1113,6153,635,3796,175,1081,3,12,0,0,0,0
2020-01,우이신설선,4705,화계,3,0,1611,498,3431,1093,10664,1730,12797,4345,8360,4015,6187,4508,6716,4305,7020,4926,6751,5003,5996,5124,5341,5675,5167,6329,5000,6581,4083,9345,3045,9741,1726,5472,1602,4767,944,4225,526,2778,109,857,2,18,0,0,0,0
2020-01,우이신설선,4706,삼양,0,0,1019,231,1997,658,5498,1095,7148,2887,4723,3273,4250,2817,4100,2728,4126,3076,4247,3481,4041,3884,3060,4367,3117,4794,2863,4541,2743,6368,1951,6091,1194,3571,1072,3364,678,2545,257,1676,78,534,4,11,0,0,0,0
2020-01,우이신설선,4707,삼양사거리,5,4,1021,228,2180,805,5798,1484,7988,3788,5754,3341,5041,3344,4687,3679,5098,4001,5230,4270,4375,4721,4216,5433,4018,5718,3890,5812,3806,7419,2769,6511,1936,3922,1372,3146,1226,2766,592,1632,122,549,3,5,0,0,0,0
2020-01,우이신설선,4708,솔샘,2,1,2441,233,7926,1268,26050,1717,26436,3855,16587,3186,11066,3333,9295,3729,9555,4966,8900,5736,7419,6613,6640,8063,6644,9966,6642,12112,5631,19606,3754,21457,2456,12099,1797,10965,1416,10478,752,6382,156,2318,0,14,0,0,0,0
2020-01,우이신설선,4709,북한산보국문,6,1,1718,571,5625,1965,18470,3252,21819,7332,15258,6224,11492,5257,9904,5005,10865,6029,10600,6952,9560,7388,8941,8902,8980,10487,9505,12904,9180,18695,5916,17460,3862,11227,3595,10065,2655,9049,1558,6540,442,1770,5,18,0,0,0,0
2020-01,우이신설선,4710,정릉,1,0,1786,700,4559,1667,12009,2787,12393,4900,11903,4121,9288,3994,8166,4246,8808,5247,8690,5689,7515,6185,6860,7567,6806,8739,7570,9992,7593,13484,4481,12132,3046,7230,2724,6638,1813,5785,831,3436,264,932,2,11,0,0,0,0
2020-01,우이신설선,4711,성신여대입구(돈암),4,1,701,272,1073,966,3169,3015,6103,7358,4503,7228,4036,6455,4586,6119,5696,7138,5930,8275,6027,8037,6952,7823,7460,8295,8076,9353,8771,12081,6363,8778,5850,4772,6693,3792,6059,2828,3053,1982,691,592,11,7,0,3,0,0
2020-01,우이신설선,4712,보문,9,3,315,158,764,818,1811,2004,3663,4583,2829,3023,2393,2027,2401,2443,2997,2493,3300,2772,2982,2442,2956,2839,2911,3110,3529,3221,4353,3682,2610,2790,1809,1960,1329,1839,1099,1628,573,1053,122,353,0,8,0,0,0,0
2020-01,우이신설선,4713,신설동,15,3,737,855,812,1772,986,3852,1808,13046,1591,6794,1841,4049,2049,3374,2413,3856,2741,3765,3198,2893,4629,2416,5218,2250,6348,2342,10077,1885,4890,1197,2918,830,2522,814,1854,793,878,729,191,540,0,88,0,0,0,0
